,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1)
66,MTNORAM.B21109M00230,8.24222E+18,2263.9,0,165.91,5.16,3.61585E+18,-1.68032E+18,YORK,PA,17406,-3.28575E+18,-8.74626E+18,SPARKS,NV,89434,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,112.85,13.99,0,126.84,4/20/2021 12:04,4/27/2021 17:04,4/20/2021 8:50,4/20/2021 9:29,4/27/2021 10:39,4/27/2021 10:40
67,MTNORAM.B21109M00239,8.24222E+18,586.2,0,439.54,14.89,3.61585E+18,-1.68032E+18,YORK,PA,17406,-7.03917E+18,8.77323E+18,PLAINFIELD,IN,46168,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,103.25,12.8,0,116.05,4/20/2021 15:04,4/23/2021 21:04,4/20/2021 11:50,4/20/2021 12:32,4/23/2021 17:13,4/23/2021 17:14
68,MTNORAM.B21109M00235,8.24222E+18,45.2,0,4744.98,230.87,3.61585E+18,-1.68032E+18,YORK,PA,17406,2.13616E+18,3.39558E+18,CARLISLE,PA,17015,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,252.41,31.3,0,283.71,4/20/2021 15:04,4/22/2021 12:04,4/20/2021 11:50,4/20/2021 12:31,4/22/2021 8:33,4/22/2021 8:34
69,MTNORAM.B21109M00238,8.24222E+18,738,0,286.38,13.09,3.61585E+18,-1.68032E+18,YORK,PA,17406,-8.12876E+18,8.83526E+18,ATLANTA,GA,30349,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,103.25,12.8,0,116.05,4/20/2021 15:04,4/22/2021 18:04,4/20/2021 11:50,4/20/2021 12:30,4/22/2021 14:37,4/22/2021 14:38
70,MTNORAM.B21109M00236,8.24222E+18,140.4,0,30084.63,1950.3,3.61585E+18,-1.68032E+18,YORK,PA,17406,-1.57064E+17,-3.97046E+18,MONROE TOWNSHIP,NJ,8831,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,953.77,54.76,0,1008.53,4/21/2021 16:00,4/22/2021 7:15,4/21/2021 9:14,4/21/2021 12:22,4/22/2021 5:54,4/22/2021 8:25
71,MTNORAM.B21109M00234,8.24222E+18,2281.94,0,1672.26,59.73,3.61585E+18,-1.68032E+18,YORK,PA,17406,3.92997E+18,8.02664E+18,CHINO,CA,91708,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,622.88,77.24,0,700.12,4/20/2021 15:04,4/27/2021 2:04,4/20/2021 11:50,4/20/2021 12:33,4/26/2021 19:49,4/26/2021 19:50
72,MTNORAM.B21109M00237,8.24222E+18,1245.66,0,668.66,27.7,3.61585E+18,-1.68032E+18,YORK,PA,17406,6.42717E+18,8.45328E+18,FORT WORTH,TX,76177,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,196.39,24.35,0,220.74,4/20/2021 15:04,4/26/2021 21:04,4/20/2021 11:50,4/20/2021 12:28,4/26/2021 16:53,4/26/2021 16:54
73,MTNORAM.B21109M00240,8.24222E+18,91.3,0,4637.26,197.74,3.61585E+18,-1.68032E+18,YORK,PA,17406,-5.39027E+17,6.02479E+18,BETHLEHEM,PA,18015,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,323.19,40.08,0,363.27,4/20/2021 15:04,4/22/2021 21:04,4/20/2021 11:50,4/20/2021 12:33,4/22/2021 17:00,4/22/2021 17:01
74,MTNORAM.B21109M00241,8.24222E+18,488.55,0,29480,1676.35,2.30774E+18,2.50984E+18,VONORE,TN,37885,-4.7279E+18,-1.89114E+18,HANOVER,PA,17331,-8.31517E+17,MTNORAM.TL,MTNORAM.53RF,2300,213.14,0,2513.14,4/27/2021 10:00,4/28/2021 9:00,4/27/2021 10:00,4/27/2021 12:00,4/28/2021 9:00,4/28/2021 11:00
75,MTNORAM.B21109M00245,8.24222E+18,488.55,0,25572.78,1559.52,2.30774E+18,2.50984E+18,VONORE,TN,37885,-4.7279E+18,-1.89114E+18,HANOVER,PA,17331,8.62885E+18,MTNORAM.TL,MTNORAM.53RF,1682,213.14,0,1895.14,4/27/2021 8:00,4/28/2021 7:00,4/27/2021 10:56,4/27/2021 15:41,4/28/2021 7:00,4/28/2021 8:12
76,MTNORAM.B21109M00246,8.24222E+18,488.55,0,26308.8,1604.41,2.30774E+18,2.50984E+18,VONORE,TN,37885,-4.7279E+18,-1.89114E+18,HANOVER,PA,17331,-8.31517E+17,MTNORAM.TL,MTNORAM.53RF,2300,213.14,0,2513.14,4/25/2021 9:00,4/26/2021 7:00,4/25/2021 9:00,4/25/2021 11:00,4/26/2021 7:00,4/26/2021 9:00
77,MTNORAM.B21109M00242,8.24222E+18,488.55,0,33017.6,1877.52,2.30774E+18,2.50984E+18,VONORE,TN,37885,-4.7279E+18,-1.89114E+18,HANOVER,PA,17331,-8.31517E+17,MTNORAM.TL,MTNORAM.53RF,2300,213.14,0,2513.14,4/26/2021 8:00,4/27/2021 7:00,4/26/2021 8:00,4/26/2021 10:00,4/27/2021 6:30,4/27/2021 8:30
78,MTNORAM.B21109M00244,8.24222E+18,488.55,0,33017.6,1877.52,2.30774E+18,2.50984E+18,VONORE,TN,37885,-4.7279E+18,-1.89114E+18,HANOVER,PA,17331,-8.31517E+17,MTNORAM.TL,MTNORAM.53RF,2300,213.14,0,2513.14,4/25/2021 11:00,4/26/2021 9:00,4/25/2021 6:00,NO EVENT,4/26/2021 6:30,4/26/2021 8:00
79,MTNORAM.B21109M00243,8.24222E+18,488.55,0,26308.8,1604.41,2.30774E+18,2.50984E+18,VONORE,TN,37885,-4.7279E+18,-1.89114E+18,HANOVER,PA,17331,-8.31517E+17,MTNORAM.TL,MTNORAM.53RF,2300,213.14,0,2513.14,4/26/2021 10:00,4/27/2021 9:00,4/26/2021 10:00,4/26/2021 12:00,4/27/2021 9:00,4/27/2021 10:15
80,MTNORAM.B21109M00247,-6.37921E+18,311.1,0,3.6,0.33,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-1.7226E+18,5.72509E+18,MORGANTOWN,KY,42261-8842,3.42757E+18,MTNORAM.PARCEL,MTNORAM.53DV,1,0,0,1,4/20/2021 11:04,4/21/2021 13:04,4/20/2021 6:17,NO EVENT,NO EVENT,NO EVENT
81,MTNORAM.B21109M00248,-6.37921E+18,480.2,4,104,38.29,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-7.40769E+18,8.87016E+18,WAKARUSA,IN,46573,8.55226E+17,MTNORAM.LTL,MTNORAM.53DV,85.25,12.19,0,97.44,4/19/2021 23:04,4/21/2021 12:04,4/19/2021 18:39,NO EVENT,NO EVENT,NO EVENT
82,MTNORAM.B21109M00250,-6.37921E+18,876.1,1,16,5.63,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-7.13225E+18,8.47332E+18,HAYS,KS,67601,8.55226E+17,MTNORAM.LTL,MTNORAM.53DV,93.75,13.41,0,107.16,4/19/2021 23:04,4/23/2021 6:04,4/19/2021 18:40,NO EVENT,NO EVENT,NO EVENT
83,MTNORAM.B21109M00249,-6.37921E+18,742.4,1,99,10.07,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,7.05101E+18,-7.28516E+18,SARASOTA,FL,34234-7600,-7.56168E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/19/2021 21:04,4/22/2021 13:04,4/19/2021 18:39,4/19/2021 16:37,4/22/2021 9:14,4/22/2021 9:54
84,MTNORAM.B21109M00251,-6.37921E+18,480.2,1,124,14.24,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,7.87664E+18,5.29522E+18,WAKARUSA,IN,46573,8.55226E+17,MTNORAM.LTL,MTNORAM.53DV,85.25,12.19,0,97.44,4/19/2021 23:04,4/23/2021 17:04,4/19/2021 18:56,4/19/2021 19:59,4/23/2021 12:55,4/23/2021 13:03
85,MTNORAM.B21109M00254,-6.37921E+18,1782.32,0,20287,2430.69,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,5.73708E+18,4.26352E+18,FIFE,WA,98424,-4.44343E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,2848.16,0,0,2848.16,4/27/2021 0:04,4/29/2021 5:04,4/26/2021 19:03,4/26/2021 19:42,NO EVENT,NO EVENT
86,MTNORAM.B21109M00255,-6.37921E+18,1221.5,0,3021,436.74,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,2.61461E+18,-8.03952E+18,ROBBINSDALE,MN,55422,8.75798E+18,MTNORAM.TL,MTNORAM.45FB,1500.61,378.67,0,1879.27,4/20/2021 15:04,4/22/2021 14:04,4/20/2021 10:57,NO EVENT,NO EVENT,NO EVENT
87,MTNORAM.B21109M00257,-6.37921E+18,0,204,30179.8,2396.56,3.60777E+18,-2.51488E+18,INDIANAPOLIS,IN,46231,-2.23419E+17,-7.83987E+18,LIVONIA,MI,48150-1503,-6.03571E+18,MTNORAM.TL,MTNORAM.53DV,1232.84,0,0,1232.84,4/21/2021 11:04,4/21/2021 12:04,4/20/2021 14:08,4/20/2021 9:51,4/21/2021 7:00,4/21/2021 8:00
88,MTNORAM.B21109M00258,-6.37921E+18,246.2,196,27048,2137.77,3.60777E+18,-2.51488E+18,INDIANAPOLIS,IN,46231,-7.04712E+18,1.05293E+18,HOPKINSVILLE,KY,42240,-5.01736E+18,MTNORAM.TL,MTNORAM.53DV,951.28,76.32,0,1027.6,4/21/2021 20:04,4/22/2021 5:04,4/21/2021 17:50,4/21/2021 18:04,NO EVENT,NO EVENT
89,MTNORAM.B21109M00259,-6.37921E+18,647.5,171,28583.6,2398.07,3.60777E+18,-2.51488E+18,INDIANAPOLIS,IN,46231,2.34687E+18,-8.06979E+17,RALEIGH,NC,27604-5067,-7.46179E+18,MTNORAM.TL,MTNORAM.53DV,1249.67,252.53,0,1502.2,4/21/2021 21:04,4/23/2021 11:04,4/21/2021 17:35,4/21/2021 17:51,4/23/2021 5:00,4/23/2021 7:04
90,MTNORAM.B21109M00267,8.24222E+18,581,57,30642,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53DV,2089.3,226.59,0,2315.89,4/22/2021 7:00,4/23/2021 0:00,4/22/2021 6:35,4/22/2021 7:40,4/22/2021 20:00,4/22/2021 22:49
91,MTNORAM.B21109M00261,8.24222E+18,581,55,8268,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53RF,2595.33,226.59,0,2821.92,4/21/2021 15:00,4/22/2021 19:00,4/21/2021 15:00,4/21/2021 15:50,4/22/2021 14:40,4/22/2021 20:32
92,MTNORAM.B21109M00264,8.24222E+18,581,53,11533,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53RF,2595.33,226.59,0,2821.92,4/21/2021 7:00,4/22/2021 2:00,4/21/2021 6:30,4/21/2021 9:00,4/21/2021 20:30,4/21/2021 23:40
93,MTNORAM.B21109M00262,8.24222E+18,581,52,13047,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53RF,2595.33,226.59,0,2821.92,4/21/2021 9:00,4/22/2021 2:00,4/21/2021 9:00,4/21/2021 12:00,4/22/2021 0:15,4/22/2021 1:30
94,MTNORAM.B21109M00266,8.24222E+18,581,52,22657,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53DV,714.99,226.59,0,941.58,4/22/2021 9:00,4/23/2021 3:00,4/22/2021 9:00,4/22/2021 10:15,4/23/2021 3:00,4/23/2021 4:30
95,MTNORAM.B21109M00265,8.24222E+18,581,45,13852,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53RF,2595.33,226.59,0,2821.92,4/21/2021 11:00,4/22/2021 11:00,4/21/2021 11:00,4/21/2021 13:00,4/22/2021 10:45,4/22/2021 13:45
96,MTNORAM.B21109M00260,8.24222E+18,581,56,15571,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53DV,2089.3,226.59,0,2315.89,4/21/2021 13:00,4/22/2021 16:00,4/21/2021 10:30,4/21/2021 12:30,4/22/2021 16:00,4/22/2021 17:00
97,MTNORAM.B21109M00263,8.24222E+18,581,56,13775,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-5.47872E+18,MTNORAM.TL,MTNORAM.53RF,2595.33,226.59,0,2821.92,4/22/2021 11:00,4/23/2021 16:00,4/22/2021 7:00,4/22/2021 9:30,4/22/2021 19:30,4/22/2021 21:20
98,MTNORAM.B21109M00268,8.24222E+18,2333.64,50,14531,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,8.98564E+18,-9.61749E+17,FRESNO,CA,93706,4.80675E+18,MTNORAM.TL,MTNORAM.53RF,3300,1080.46,0,4380.46,4/20/2021 13:00,4/26/2021 15:00,4/20/2021 11:09,4/20/2021 13:16,4/26/2021 7:58,4/26/2021 9:55
99,MTNORAM.B21109M00269,8.24222E+18,2333.64,52,14844,1,-7.68311E+18,-4.68522E+18,YORK,PA,17406,8.98564E+18,-9.61749E+17,FRESNO,CA,93706,4.22899E+18,MTNORAM.TL,MTNORAM.53RF,2675,1080.46,0,3755.46,4/20/2021 11:00,4/26/2021 13:00,4/20/2021 11:00,4/20/2021 14:00,4/26/2021 13:00,4/26/2021 15:00
100,MTNORAM.B21109M00270,-6.37921E+18,323.1,0,22227.4,2298.86,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-2.86193E+18,-4.18854E+17,SPRINGFIELD,MO,65802-3565,-6.24398E+18,MTNORAM.TL,MTNORAM.53DV,621.66,100.16,0,721.82,4/21/2021 11:04,4/22/2021 14:04,4/21/2021 6:26,4/21/2021 7:47,4/22/2021 8:14,4/22/2021 9:56
101,MTNORAM.B21109M00270,-6.37921E+18,323.1,0,22227.4,2298.86,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-2.86193E+18,-4.18854E+17,SPRINGFIELD,MO,65802-3565,-6.24398E+18,MTNORAM.TL,MTNORAM.53DV,621.66,100.16,0,721.82,4/21/2021 11:04,4/22/2021 14:04,4/21/2021 6:26,4/21/2021 7:47,4/22/2021 8:14,4/22/2021 9:56
102,MTNORAM.B21109M00271,-6.37921E+18,811.39,318,28331.4,2321.36,3.60777E+18,-2.51488E+18,INDIANAPOLIS,IN,46231,-7.85502E+18,-8.21226E+18,MALDEN,MA,02148-1234,3.99666E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,2294.63,527.76,0,2822.39,4/23/2021 20:04,4/28/2021 13:04,4/23/2021 16:21,4/23/2021 16:30,4/28/2021 8:12,4/28/2021 7:35
103,MTNORAM.B21109M00438,-6.37921E+18,772.9,0,10,0.37,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-1.31998E+18,-4.00554E+18,WARREN,MI,48089-1541,3.42757E+18,MTNORAM.PARCEL,MTNORAM.53DV,1,0,0,1,4/21/2021 11:04,4/22/2021 12:04,4/21/2021 6:30,NO EVENT,NO EVENT,NO EVENT
104,MTNORAM.B21109M00440,-6.37921E+18,22.7,0,200,45.14,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-2.51196E+18,8.45965E+18,SAN ANTONIO,TX,78201,-7.56168E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/21/2021 6:04,4/22/2021 13:04,4/21/2021 2:28,4/21/2021 1:15,4/22/2021 8:30,4/22/2021 8:35
105,MTNORAM.B21109M00441,-6.37921E+18,505,0,5671,684.68,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,3.52888E+18,3.02307E+18,CINCINNATI,OH,45232,1.83963E+18,MTNORAM.LTL,MTNORAM.53DV,234.78,33.57,0,268.35,4/20/2021 15:04,4/23/2021 21:04,4/20/2021 10:06,NO EVENT,NO EVENT,NO EVENT
106,MTNORAM.B21109M00442,-6.37921E+18,2156.3,59,18693,2186.82,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,3.39629E+18,7.0406E+18,FRESNO,CA,93725-1939,-4.44343E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,2937.6,0,0,2937.6,4/21/2021 21:04,4/24/2021 8:04,4/20/2021 20:08,4/21/2021 16:46,NO EVENT,NO EVENT
107,MTNORAM.B21109M00443,-6.37921E+18,476.82,140,22332,2168.11,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-1.00311E+18,4.04529E+18,JACKSONVILLE,FL,32258-6468,1.09415E+18,MTNORAM.TL,MTNORAM.53DV,1765.97,185.38,0,1951.35,4/20/2021 15:04,4/26/2021 16:04,4/20/2021 10:52,4/20/2021 10:53,4/26/2021 9:18,4/26/2021 12:52
108,MTNORAM.B21109M00444,-6.37921E+18,734.6,0,296,23.65,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,8.03557E+18,-4.48195E+18,AKRON,OH,44305-4431,1.83963E+18,MTNORAM.LTL,MTNORAM.53DV,77.69,11.11,0,88.8,4/20/2021 15:04,4/23/2021 21:04,4/20/2021 10:06,NO EVENT,NO EVENT,NO EVENT
109,MTNORAM.B21109M00445,-6.37921E+18,2000.6,85,19402,2133.65,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,8.01566E+18,8.6951E+18,ONTARIO,CA,91761,-4.44343E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,2240.67,0,0,2240.67,4/20/2021 15:04,4/23/2021 1:04,4/21/2021 11:10,4/20/2021 11:50,NO EVENT,NO EVENT
110,MTNORAM.B21109M00446,-6.37921E+18,2000.6,84,19639,2185.54,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,8.01566E+18,8.6951E+18,ONTARIO,CA,91761,-4.44343E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,2240.67,0,0,2240.67,4/20/2021 13:04,4/23/2021 21:04,4/21/2021 7:53,4/21/2021 8:29,NO EVENT,NO EVENT
111,MTNORAM.B21109M00447,-6.37921E+18,2056,67,19162,2176.84,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-6.7738E+18,-5.73224E+18,BAKERSFIELD,CA,93307-1550,-8.36782E+18,MTNORAM.TL,MTNORAM.53DV,3659.68,637.36,0,4297.04,4/21/2021 3:04,4/23/2021 18:04,4/21/2021 4:13,4/20/2021 22:06,NO EVENT,NO EVENT
112,MTNORAM.B21109M00450,-8.13096E+17,1348.2,1920,41472,19.2,-8.9505E+18,-8.1374E+18,LAREDO,TX,78045,3.55063E+18,-9.9089E+17,LAKELAND,FL,33811,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,3514,417.94,0,3931.94,4/19/2021 12:04,4/21/2021 0:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
113,MTNORAM.B21109M00458,-8.13096E+17,2011.9,1824,41313.6,18.24,-8.9505E+18,-8.1374E+18,LAREDO,TX,78045,7.97845E+17,7.08886E+18,SYOSSET,NY,11791,6.2813E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,2890,664.7,0,3554.7,4/19/2021 12:04,4/22/2021 13:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
114,MTNORAM.B21109M00453,-8.13096E+17,1348.2,1920,41472,19.2,-8.9505E+18,-8.1374E+18,LAREDO,TX,78045,3.55063E+18,-9.9089E+17,LAKELAND,FL,33811,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,3514,417.94,0,3931.94,4/19/2021 12:04,4/21/2021 0:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
115,MTNORAM.B21109M00456,-8.13096E+17,2011.9,1817,41155.05,18.17,-8.9505E+18,-8.1374E+18,LAREDO,TX,78045,7.97845E+17,7.08886E+18,SYOSSET,NY,11791,6.2813E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,2890,664.7,0,3554.7,4/19/2021 12:04,4/22/2021 13:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
116,MTNORAM.B21109M00460,-6.37921E+18,1716.9,78,19007.16,2127.45,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-6.18703E+18,-6.66031E+18,PHOENIX,AZ,85043-4413,-2.28003E+18,MTNORAM.TL,MTNORAM.53DV,2420.83,532.24,0,2953.07,4/20/2021 9:04,4/26/2021 2:04,4/20/2021 4:25,4/21/2021 1:35,4/23/2021 19:55,4/25/2021 19:46
117,MTNORAM.B21109M00462,-6.37921E+18,0,91,18827,2168.74,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,5.99471E+18,5.2827E+18,NORTH CHARLESTON,SC,29405,3.19958E+18,MTNORAM.TL,MTNORAM.53DV,1288,0,0,1288,4/21/2021 18:04,4/21/2021 18:04,4/21/2021 13:19,NO EVENT,NO EVENT,NO EVENT
118,MTNORAM.B21109M00462,-6.37921E+18,0,91,18827,2168.74,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,5.99471E+18,5.2827E+18,NORTH CHARLESTON,SC,29405,3.19958E+18,MTNORAM.TL,MTNORAM.53DV,1288,0,0,1288,4/21/2021 18:04,4/21/2021 18:04,4/21/2021 13:19,NO EVENT,NO EVENT,NO EVENT
119,MTNORAM.B21109M00463,-6.37921E+18,1428.11,109,16992,2095.31,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-1.67667E+18,-5.82465E+18,GILBERT,AZ,85233-2276,-2.28003E+18,MTNORAM.TL,MTNORAM.53DV,2339.61,514.38,0,2854,4/20/2021 3:04,4/27/2021 2:04,4/20/2021 12:44,4/20/2021 14:21,4/26/2021 19:14,4/26/2021 19:45
120,MTNORAM.B21109M00464,-6.37921E+18,555.3,172,21282,2187.43,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,3.24289E+18,-5.49302E+18,NORTH CHARLESTON,SC,29405-5153,-5.01736E+18,MTNORAM.TL,MTNORAM.53DV,1388.25,172.14,0,1560.39,4/23/2021 4:04,4/23/2021 15:04,4/22/2021 23:46,4/23/2021 0:23,NO EVENT,NO EVENT
121,MTNORAM.B21109M00468,3.34997E+18,539.72,0,546.74,65.63,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-7.17611E+18,8.35277E+18,LIBERTY LAKE,WA,99016,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,149.09,21.32,0,170.41,4/27/2021 14:04,4/29/2021 4:04,4/26/2021 20:57,4/26/2021 20:57,NO EVENT,NO EVENT
122,MTNORAM.B21109M00468,3.34997E+18,539.72,0,546.74,65.63,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-7.17611E+18,8.35277E+18,LIBERTY LAKE,WA,99016,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,149.09,21.32,0,170.41,4/27/2021 14:04,4/29/2021 4:04,4/26/2021 20:57,4/26/2021 20:57,NO EVENT,NO EVENT
123,MTNORAM.B21109M00469,3.34997E+18,423.83,0,486.11,59.86,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-2.5031E+18,-2.46169E+18,RENO,NV,89511,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,80,11.44,0,91.44,4/27/2021 14:04,4/27/2021 20:04,4/27/2021 8:41,4/27/2021 8:41,4/27/2021 13:06,4/27/2021 13:18
124,MTNORAM.B21109M00469,3.34997E+18,423.83,0,486.11,59.86,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-2.5031E+18,-2.46169E+18,RENO,NV,89511,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,80,11.44,0,91.44,4/27/2021 14:04,4/27/2021 20:04,4/27/2021 8:41,4/27/2021 8:41,4/27/2021 13:06,4/27/2021 13:18
125,MTNORAM.B21109M00470,3.34997E+18,607.58,0,163.14,48.18,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-1.09785E+18,-3.0174E+18,ELLENSBURG,WA,98926,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,90,12.87,0,102.87,4/27/2021 14:04,4/29/2021 5:04,4/26/2021 21:58,4/27/2021 8:41,NO EVENT,NO EVENT
126,MTNORAM.B21109M00470,3.34997E+18,607.58,0,163.14,48.18,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-1.09785E+18,-3.0174E+18,ELLENSBURG,WA,98926,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,90,12.87,0,102.87,4/27/2021 14:04,4/29/2021 5:04,4/26/2021 21:58,4/27/2021 8:41,NO EVENT,NO EVENT
127,MTNORAM.B21109M00466,3.34997E+18,1955.97,0,3686.63,1039.34,-1.93998E+18,2.00211E+18,SAINT-JEAN-SUR-RICHELIEU,QC,J2W 2H1,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,1.28827E+17,MTNORAM.TL,MTNORAM.53DV,3418,696.57,0,4114.57,4/20/2021 17:04,4/26/2021 14:04,4/20/2021 11:06,4/21/2021 12:00,4/26/2021 8:00,NO EVENT
128,MTNORAM.B21109M00467,3.34997E+18,683.1,0,971.06,332.68,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,2.45751E+18,-2.78768E+18,AUBURN,WA,98001,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,289.82,41.44,0,331.27,4/27/2021 5:04,4/28/2021 20:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
129,MTNORAM.B21109M00471,3.34997E+18,303.56,0,163.14,48.18,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-4.36537E+18,4.5242E+18,DILLON,MT,59725,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,85,12.16,0,97.16,4/27/2021 14:04,4/27/2021 18:04,4/26/2021 22:00,4/26/2021 22:00,4/27/2021 12:42,4/27/2021 12:42
130,MTNORAM.B21109M00471,3.34997E+18,303.56,0,163.14,48.18,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-4.36537E+18,4.5242E+18,DILLON,MT,59725,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,85,12.16,0,97.16,4/27/2021 14:04,4/27/2021 18:04,4/26/2021 22:00,4/26/2021 22:00,4/27/2021 12:42,4/27/2021 12:42
131,MTNORAM.B21109M00472,3.34997E+18,322.74,0,163.14,48.18,-6.49294E+18,5.02883E+18,SALT LAKE CITY,UT,84104,-2.66591E+18,4.80756E+17,DURANGO,CO,81301,2.02774E+18,MTNORAM.LTL,MTNORAM.53DV,85,12.16,0,97.16,4/27/2021 5:04,4/29/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
